date,wts,t_rel,side,px,shares,pnl_share
2026-02-12,1770856500,2,up,0.5099999904632568,135.0,0.47250700952339175
2026-02-12,1770859200,2,down,0.7699999958276749,20.0,0.21760300401461125
2026-02-12,1770859200,6,down,0.8599999994039536,20.0,0.1315720005660057
2026-02-12,1770859200,8,down,0.7999999970197678,20.0,0.1888000028550625
2026-02-12,1770859200,10,down,0.7699999958276749,20.0,0.21760300401461125
2026-02-12,1770859200,11,down,0.8100000023841858,10.510000228881836,0.17922699771928788
2026-02-12,1770859200,12,down,0.8299999982118607,11.75,0.16012300170552732
2026-02-12,1770859200,13,down,0.7800000011920929,20.0,0.20798799885463715
2026-02-12,1770859200,15,down,0.9700000006705523,20.0,0.027962999373570083
2026-02-12,1770859200,17,down,0.9600000008940697,20.0,0.037311999163508414
2026-02-12,1770859200,19,down,0.9499999992549419,20.0,0.046675000698119404
2026-02-12,1770864300,2,up,0.699999988079071,295.1600036621094,0.28530001158714297
2026-02-12,1770864300,3,up,0.699999988079071,204.83999633789062,0.28530001158714297
2026-02-12,1770865800,14,down,0.5,24.90999984741211,0.4825
2026-02-13,1770997200,2,down,0.6699999868869781,172.0,0.3145230128009319
2026-02-13,1770997200,3,down,0.6699999868869781,5.0,0.3145230128009319
2026-02-13,1770997200,8,down,0.8999999985098839,38.06999969482422,0.09370000140666962
2026-02-13,1770997200,9,down,0.9600000008940697,6.78000020980835,0.037311999163508414
2026-02-13,1771026900,2,down,0.6500000059604645,8.869999885559082,0.33407499416470526
2026-02-14,1771098900,2,up,0.49000000953674316,29.0,0.4925069904499054
2026-02-14,1771099500,2,down,0.5800000131130219,10.0,0.402947987033844
2026-02-16,1771267200,2,down,0.9499999992549419,100.0,-0.9533249993018806
2026-02-16,1771267200,3,down,0.9700000006705523,400.0,-0.97203700062643
2026-02-16,1771272600,5,up,0.9599999785423279,401.8500061035156,0.037312020075798064
2026-02-17,1771344600,5,down,0.04000002145767212,108.55000305175781,-0.042688022839546175
2026-02-17,1771344600,7,down,0.050000011920928955,391.4499969482422,-0.05332501267194747
2026-02-18,1771458900,2,down,0.9499999992549419,500.0,0.046675000698119404
2026-02-20,1771631700,2,up,0.3499999940395355,22.43000030517578,0.6340750060856343
2026-02-21,1771718100,2,down,0.8499999940395355,10.0,0.14107500566840173
2026-02-22,1771804500,2,down,0.7199999988079071,15.0,0.2658880011553764
2026-02-23,1771808400,2,down,0.6800000071525574,60.0,0.3047679930276871
2026-02-23,1771808700,2,down,0.48000001907348633,339.010009765625,0.5025279808731079
2026-02-23,1771809000,2,down,0.5,244.0399932861328,0.4825
2026-02-23,1771809300,2,down,0.5,243.0399932861328,0.4825
2026-02-25,1772029800,2,down,0.760000005364418,16.0,0.22723199483084677
2026-02-25,1772029800,3,down,0.760000005364418,11.0,0.22723199483084677
2026-02-25,1772029800,4,down,0.6599999964237213,13.0,0.32429200349617004
2026-02-25,1772029800,5,down,0.7999999970197678,26.459999084472656,0.1888000028550625
2026-02-25,1772029800,6,down,0.5900000035762787,2.5199999809265137,0.3930669964687824
2026-02-25,1772029800,7,down,0.760000005364418,22.360000610351562,0.22723199483084677
2026-02-25,1772029800,8,down,0.699999988079071,25.329999923706055,0.28530001158714297
2026-02-25,1772029800,9,down,0.5999999940395355,383.3300004005432,0.38320000587701797
2026-02-25,1772030400,2,up,0.49000000953674316,240.3300018310547,-0.5074930095500946
2026-02-25,1772030400,3,up,0.4699999988079071,5.0,-0.4874369988029003
2026-02-25,1772030400,4,up,0.47999998927116394,20.0,-0.4974719892411232
2026-02-25,1772030400,5,up,0.47999998927116394,30.15999984741211,-0.4974719892411232
2026-02-25,1772030400,6,up,0.49000000953674316,125.45999908447266,-0.5074930095500946
2026-02-25,1772030400,7,up,0.49000000953674316,71.51000213623047,-0.5074930095500946
2026-02-25,1772030400,8,up,0.6899999976158142,7.539997100830078,-0.7049729976792336
2026-02-25,1772031000,2,down,0.9600000008940697,171.1300048828125,0.037311999163508414
2026-02-25,1772031000,3,down,0.9700000006705523,328.8699951171875,0.027962999373570083
2026-02-25,1772038800,2,down,0.4100000262260437,1.8899999856948853,0.5730669734435082
2026-02-25,1772038800,3,down,0.42000001668930054,25.149999618530273,0.5629479831237794
2026-02-25,1772038800,4,down,0.5099999904632568,415.4599914550781,0.47250700952339175
2026-02-25,1772038800,5,down,0.5600000023841858,57.500008940696716,0.42275199763584137
2026-02-25,1772041500,2,down,0.050000011920928955,14.0,-0.05332501267194747
2026-02-25,1772041500,3,down,0.06999999284744263,5.380000114440918,-0.07455699241685868
2026-02-25,1772043300,12,down,0.9499999992549419,14.470000267028809,0.046675000698119404
2026-02-25,1772043300,18,down,0.9600000008940697,16.889999389648438,0.037311999163508414
2026-02-26,1772065200,2,up,0.9700000286102295,500.0,0.027962973272323666
2026-02-26,1772070000,2,down,0.23000001907348633,0.4099999964237213,0.757602980205536
2026-02-26,1772070000,3,down,0.3500000238418579,23.239999771118164,0.6340749756574631
2026-02-26,1772070000,4,down,0.44999998807907104,138.77000427246094,0.5326750120043755
2026-02-26,1772070000,5,down,0.550000011920929,160.9199981689453,0.43267498816251754
2026-02-26,1772087700,2,up,0.9200000166893005,130.0,0.07484798429203035
2026-02-26,1772087700,3,up,0.9200000166893005,124.83999633789062,0.07484798429203035
2026-02-26,1772089500,2,up,0.6899999976158142,20.0,0.29502700232076645
2026-02-26,1772108100,2,up,0.949999988079071,9.800000190734863,0.04667501116991044
2026-02-26,1772111700,2,down,0.75,31.6299991607666,0.236875
2026-02-26,1772111700,3,down,0.5900000035762787,8.899999618530273,0.3930669964687824
2026-02-26,1772111700,4,down,0.6699999868869781,40.0,0.3145230128009319
2026-02-26,1772111700,5,down,0.6699999868869781,0.4699999988079071,0.3145230128009319
2026-02-26,1772111700,8,down,0.7100000083446503,20.0,0.2755869919006825
2026-02-26,1772111700,13,down,0.9200000017881393,74.0,0.07484799831700326
2026-02-26,1772111700,14,down,0.9400000013411045,57.790000915527344,0.05605199874150753
2026-02-26,1772119200,2,up,0.5299999713897705,316.8299865722656,0.4525630284900666
2026-02-26,1772119200,18,up,0.5299999713897705,183.17001342773438,0.4525630284900666
2026-02-27,1772236500,2,down,0.9700000006705523,500.0,0.027962999373570083
2026-02-28,1772322900,2,down,0.880000002682209,5.0,0.1126079974604845
2026-03-01,1772325900,2,up,0.8500000238418579,165.0,0.14107497732639318
2026-03-02,1772495700,2,up,0.9700000286102295,500.0,0.027962973272323666
2026-03-04,1772586300,2,up,0.6000000238418579,0.4699999988079071,-0.6168000235080718
2026-03-04,1772658900,2,up,0.949999988079071,500.0,0.04667501116991044
2026-03-04,1772659500,2,down,0.30000001192092896,30.0,0.685299987745285
2026-03-04,1772659500,3,down,0.18000000715255737,20.0,0.809667992527008
2026-03-04,1772659500,4,down,0.44999998807907104,5.0,0.5326750120043755
2026-03-04,1772659500,5,down,0.4599999785423279,3.7899999618530273,0.5226120215778352
2026-03-04,1772665200,2,down,0.9700000006705523,500.0,0.027962999373570083
2026-03-04,1772668500,2,down,0.760000005364418,208.3300018310547,-0.7727680051691532
2026-03-05,1772739600,2,down,0.7999999970197678,8.039999961853027,-0.8111999971449375
2026-03-05,1772739600,3,down,0.7999999970197678,20.0,-0.8111999971449375
2026-03-05,1772739600,4,down,0.9299999997019768,42.290000915527344,-0.9345569997199178
2026-03-05,1772739600,5,down,0.7999999970197678,68.5199966430664,-0.8111999971449375
