date,wts,t_rel,side,px,shares,fair,pnl_share
2026-01-01,1767301200,-6,up,0.64,5.0,1.0,0.343872
2026-01-07,1767805200,-6,down,0.65999997,15.151516,1.0,0.32429203
2026-01-07,1767819600,-6,up,0.71,14.084508,1.0,0.27558702
2026-01-08,1767891600,-6,down,0.92,10.869565,0.9997935188566542,0.07484798
2026-01-08,1767906000,-6,up,0.83,12.048193,1.0,0.16012302
2026-01-09,1767963600,-6,up,0.47,20.0,1.0,0.512563
2026-01-10,1768078800,-6,up,0.47,21.276596,1.0,0.512563
2026-01-12,1768208400,-6,up,0.51,19.607843,1.0,0.472507
2026-01-13,1768323600,-6,up,0.8,10.0,1.0,0.18879999
2026-01-14,1768352400,-6,up,0.89,11.235955,0.9595002775764788,-0.89685297
2026-01-14,1768366800,-6,down,0.58000004,5.0,1.0,0.40294796
2026-01-15,1768482000,-6,down,0.736,13.586956,1.0,0.25039873
2026-01-15,1768510800,-6,up,0.92,10.869565,1.0,0.07484798
2026-01-16,1768525200,-6,down,0.55,18.181818,1.0,0.432675
2026-01-16,1768582800,-6,up,0.52,19.23077,1.0,0.46252802
2026-01-16,1768597200,-6,down,0.53,18.867926,1.0,0.45256302
2026-01-17,1768640400,-6,up,0.94,10.638298,0.9999989665124037,0.056052003
2026-01-17,1768654800,-6,up,0.94,2.11,1.0,0.056052003
2026-01-17,1768683600,-6,down,0.94,10.638298,1.0,0.056052003
2026-01-18,1768712400,-6,up,0.41,24.390244,1.0,0.573067
2026-01-18,1768726800,-6,down,0.5,0.27,0.9999999999999544,0.4825
2026-01-18,1768755600,-6,up,0.85,11.764706,1.0,0.14107499
2026-01-19,1768784400,-6,down,0.90999997,10.989012,0.9999999521346499,0.084267035
2026-01-22,1769115600,-6,up,0.7,0.85,0.9999979335476232,0.28530002
2026-01-23,1769202000,-6,down,0.37,27.027027,1.0,0.613683
2026-01-24,1769288400,-6,down,0.83,12.048193,1.0,0.16012302
2026-01-25,1769374800,-6,up,0.55,7.68,1.0,0.432675
2026-01-26,1769446800,-3,up,0.89,11.235955,0.9798794026658055,0.103147015
2026-01-27,1769547600,-6,up,0.34,29.411764,0.999999923656504,0.644292
2026-01-30,1769806800,-6,up,0.84,11.904762,1.0,0.15059203
2026-01-31,1769893200,-6,up,0.88,11.363636,1.0,0.112608
2026-02-01,1769979600,-6,up,0.45,22.222223,1.0,0.532675
2026-02-03,1770138000,-5,up,0.699,14.306151,0.8278833107371799,-0.71372795
2026-02-04,1770238800,-6,down,0.76,13.157895,1.0,0.22723201
2026-02-05,1770325200,-6,down,0.75,13.333333,0.9999999999876681,0.236875
2026-02-07,1770469200,-6,down,0.9,11.111112,0.9671371737880332,0.09370002
2026-02-07,1770498000,-6,down,0.84000003,11.904761,1.0,0.15059197
2026-02-08,1770584400,-6,down,0.77,10.0,1.0,0.21760301
2026-02-10,1770685200,-6,down,0.5,20.0,0.9607131438180359,0.4825
2026-02-10,1770757200,-6,up,0.67,14.925373,1.0,0.31452298
2026-02-11,1770843600,-6,down,0.92,5.0,0.9999999999812238,0.07484798
2026-02-13,1771016400,-6,up,0.68,14.705882,1.0,0.304768
2026-02-14,1771102800,-6,down,0.84000003,5.01,1.0,0.15059197
2026-02-15,1771189200,-6,up,0.9,11.111112,1.0,0.09370002
2026-02-16,1771275600,-6,up,0.9,11.0,1.0,0.09370002
2026-02-17,1771362000,-6,down,0.84000003,11.904761,1.0,0.15059197
2026-02-18,1771448400,-6,up,0.9,11.111112,1.0,0.09370002
2026-02-20,1771621200,-6,up,0.92,10.869565,1.0,0.07484798
2026-02-21,1771707600,-6,down,0.9,5.0,1.0,0.09370002
2026-02-23,1771880400,-6,up,0.85,11.764706,1.0,0.14107499
2026-02-26,1772139600,-6,down,0.37,27.027027,1.0,0.613683
2026-02-27,1772226000,-6,up,0.93,10.752688,1.0,0.065442994
2026-02-28,1772312400,-6,down,0.5,8.0,1.0,0.4825
2026-03-01,1772398800,-6,up,0.88,11.363636,1.0,0.112608
2026-03-02,1772485200,-6,down,0.9,11.111112,0.9999784992683891,0.09370002
2026-03-03,1772571600,-6,down,0.41000003,6.77,1.0,0.57306695
2026-03-04,1772658000,-6,down,0.88,11.363636,1.0,0.112608
2026-03-05,1772744400,-6,down,0.90999997,10.989012,1.0,0.084267035
2026-03-06,1772830800,-6,up,0.53,18.867926,1.0,0.45256302
2026-03-07,1772917200,-6,down,0.79,11.9,1.0,0.19838698
2026-03-23,1774267200,-6,down,0.472,21.186441,0.6552332860345744,-0.48944512
