date,wts,t_rel,side,px,shares,pnl_share
2025-10-15,1760544000,2,up,0.9700000286102295,110.0,0.027962973272323666
2025-10-15,1760544000,29,up,0.9700000286102295,110.0,0.027962973272323666
2025-10-17,1760731200,2,down,0.8999999985098839,297.9200134277344,0.09370000140666962
2025-11-04,1762290000,2,down,0.17000001668930054,42.0,0.8201229825396538
2025-11-05,1762376400,2,down,0.4399999976158142,16.0,0.542752002404213
2025-11-06,1762448400,2,up,0.9700000286102295,4.519999980926514,0.027962973272323666
2025-11-06,1762448400,26,up,0.9700000286102295,4.519999980926514,0.027962973272323666
2025-11-06,1762462800,2,up,0.8600000143051147,56.0,0.13157198641586304
2025-11-07,1762549200,2,down,0.8999999985098839,25.0,0.09370000140666962
2025-11-08,1762578000,2,down,0.9299999997019768,500.0,0.06544300028008222
2025-11-08,1762635600,2,down,0.18000000715255737,70.0,0.809667992527008
2025-11-09,1762722000,2,up,0.5299999713897705,9.0,0.4525630284900666
2025-11-10,1762808400,2,up,0.5199999809265137,15.0,0.4625280190200806
2025-11-11,1762894800,2,up,0.7400000095367432,25.0,0.24653199078369142
2025-11-12,1762981200,2,up,0.6499999761581421,17.0,0.33407502334117894
2025-11-13,1763067600,2,up,0.9700000286102295,107.0,0.027962973272323666
2025-11-14,1763154000,2,up,0.6600000262260437,26.0,0.3242919743614197
2025-11-15,1763240400,2,up,0.8299999833106995,23.0,0.16012301591825487
2025-11-16,1763326800,2,up,0.6299999952316284,26.0,0.3536830046815872
2025-11-17,1763413200,2,up,0.7200000286102295,19.0,0.2658879722709656
2025-11-18,1763499600,2,down,0.5399999916553497,13.0,0.44261200829792025
2025-11-19,1763586000,2,up,0.9700000286102295,22.299999237060547,0.027962973272323666
2025-11-20,1763672400,2,up,0.699999988079071,31.0,0.28530001158714297
2025-11-21,1763758800,2,up,0.8100000023841858,30.0,0.17922699771928788
2025-11-22,1763845200,2,up,0.949999988079071,180.0,0.04667501116991044
2025-11-23,1763931600,2,down,0.8999999985098839,5.0,0.09370000140666962
2025-11-25,1764090000,2,up,0.949999988079071,125.81999969482422,0.04667501116991044
2025-11-25,1764104400,2,up,0.5299999713897705,10.0,0.4525630284900666
2025-11-26,1764176400,2,up,0.9700000286102295,185.82000732421875,0.027962973272323666
2025-11-27,1764277200,2,down,0.6699999868869781,19.0,0.3145230128009319
2025-11-28,1764363600,2,down,0.8900000005960464,59.0,0.10314699943649769
2025-11-29,1764450000,2,down,0.9499999992549419,66.52999877929688,0.046675000698119404
2025-12-01,1764622800,2,up,0.9599999785423279,55.0,0.037312020075798064
2025-12-02,1764709200,2,up,0.9399999976158142,369.5899963378906,0.056052002237319945
2025-12-03,1764795600,2,up,0.8399999737739563,45.0,0.15059202497768406
2025-12-05,1764910800,2,up,0.8899999856948853,45.0,0.10314701352405549
2025-12-05,1764968400,2,up,0.5,500.0,0.4825
2025-12-06,1765054800,2,down,0.8700000047683716,21.0,0.12208299547863007
2025-12-07,1765141200,2,down,0.9499999992549419,136.0,0.046675000698119404
2025-12-08,1765227600,2,down,0.6800000071525574,19.0,0.3047679930276871
2025-12-09,1765314000,2,down,0.7999999970197678,25.75,0.1888000028550625
2025-12-10,1765400400,2,down,0.6500000059604645,12.109999656677246,0.33407499416470526
2025-12-11,1765486800,2,down,0.07999998331069946,7.75,0.9148480176706314
2025-12-12,1765573200,2,up,0.6700000166893005,500.0,0.3145229837079048
2025-12-13,1765659600,2,up,0.8700000047683716,500.0,0.12208299547863007
2025-12-14,1765746000,2,down,0.7900000065565109,7.0,0.19838699370968343
2025-12-15,1765832400,2,up,0.9599999785423279,209.0,0.037312020075798064
2025-12-16,1765918800,2,down,0.17000001668930054,21.0,0.8201229825396538
2025-12-17,1766005200,2,up,0.8500000238418579,48.0,0.14107497732639318
2025-12-18,1766091600,2,up,0.9700000286102295,259.3299865722656,0.027962973272323666
2025-12-19,1766178000,2,down,0.36000001430511475,427.0,0.6238719854145051
2025-12-20,1766264400,2,up,0.6100000143051147,34.0,0.37334698591518406
2025-12-21,1766350800,2,up,0.8999999761581421,100.0,0.0937000225067139
2025-12-22,1766437200,2,up,0.8199999928474426,19.0,0.1696680068321228
2025-12-23,1766523600,2,down,0.8100000023841858,39.0,0.17922699771928788
2025-12-24,1766610000,2,up,0.75,20.0,0.236875
2025-12-25,1766696400,2,down,0.9600000008940697,199.0,0.037311999163508414
2025-12-26,1766782800,2,down,0.9200000017881393,12.5,0.07484799831700326
2025-12-27,1766869200,2,up,0.8999999761581421,46.650001525878906,0.0937000225067139
2025-12-28,1766955600,2,up,0.9399999976158142,13.260000228881836,0.056052002237319945
2025-12-29,1767027600,2,down,0.7800000011920929,15.0,0.20798799885463715
2025-12-29,1767042000,2,up,0.5600000023841858,500.0,0.42275199763584137
2025-12-30,1767114000,2,down,0.5900000035762787,12.0,0.3930669964687824
2025-12-30,1767128400,2,up,0.9399999976158142,17.8700008392334,0.056052002237319945
2026-01-01,1767286800,2,up,0.8199999928474426,21.0,0.1696680068321228
2026-01-01,1767301200,2,up,0.6399999856948853,5.0,0.3438720140247345
2026-01-07,1767805200,2,down,0.6599999964237213,500.0,0.32429200349617004
2026-01-07,1767819600,2,up,0.7099999785423279,500.0,0.2755870208268166
2026-01-08,1767891600,2,down,0.9200000017881393,500.0,0.07484799831700326
2026-01-08,1767906000,2,up,0.8299999833106995,500.0,0.16012301591825487
2026-01-09,1767963600,2,up,0.4699999988079071,20.0,0.5125630011970996
2026-01-09,1767992400,2,up,0.949999988079071,40.0,0.04667501116991044
2026-01-10,1768078800,2,up,0.4699999988079071,350.0,0.5125630011970996
2026-01-12,1768208400,2,up,0.5099999904632568,500.0,0.47250700952339175
2026-01-13,1768323600,2,up,0.800000011920929,10.0,0.18879998857975006
2026-01-14,1768352400,2,up,0.8899999856948853,500.0,-0.8968529864759445
2026-01-14,1768366800,2,down,0.5800000131130219,5.0,0.402947987033844
2026-01-14,1768424400,2,down,0.9499999992549419,15.319999694824219,0.046675000698119404
2026-01-15,1768482000,2,down,0.7360000014305115,500.0,0.2503987186167526
2026-01-15,1768510800,2,up,0.9200000166893005,497.5,0.07484798429203035
2026-01-16,1768525200,2,down,0.550000011920929,344.44000244140625,0.43267498816251754
2026-01-16,1768582800,2,up,0.5199999809265137,320.0,0.4625280190200806
2026-01-16,1768597200,2,down,0.5300000011920929,176.83999633789062,0.4525629988129139
2026-01-17,1768683600,2,down,0.9400000013411045,40.11000061035156,0.05605199874150753
2026-01-18,1768712400,2,up,0.4099999964237213,100.0,0.5730670036213398
2026-01-18,1768726800,2,down,0.5,0.27000001072883606,0.4825
2026-01-18,1768755600,2,up,0.8500000238418579,500.0,0.14107497732639318
2026-01-21,1769029200,2,down,0.9700000006705523,32.290000915527344,0.027962999373570083
2026-01-22,1769115600,2,up,0.699999988079071,0.8500000238418579,0.28530001158714297
2026-01-23,1769202000,2,down,0.3700000047683716,500.0,0.613682995144844
2026-01-24,1769288400,2,down,0.8299999982118607,52.0,0.16012300170552732
2026-01-25,1769374800,2,up,0.550000011920929,7.679999828338623,0.43267498816251754
2026-01-27,1769547600,2,up,0.3400000035762787,100.0,0.6442919963436127
2026-01-28,1769634000,2,down,0.26999998092651367,500.0,-0.2837969803123474
2026-01-29,1769720400,2,down,0.07999998331069946,500.0,-0.08515198232936858
2026-01-30,1769806800,2,up,0.8399999737739563,101.69999694824219,0.15059202497768406
2026-01-31,1769893200,2,up,0.8799999952316284,100.0,0.11260800451469422
2026-02-01,1769979600,2,up,0.44999998807907104,500.0,0.5326750120043755
2026-02-02,1770066000,2,up,0.9599999785423279,100.0,0.037312020075798064
2026-02-03,1770152400,2,down,0.9499999992549419,500.0,0.046675000698119404
2026-02-04,1770238800,2,down,0.760000005364418,100.0,0.22723199483084677
